Order ID,Ship Date,Ship Mode
CA-2021-124828,2021-07-04,First Class
US-2021-117247,2021-10-14,Standard Class
CA-2020-124485,2020-11-26,First Class
CA-2020-159212,2020-11-05,Standard Class
US-2020-161396,2020-04-25,Standard Class
US-2018-118486,2018-04-08,First Class
CA-2020-130407,2020-09-06,Standard Class
US-2020-122245,2020-09-30,Standard Class
CA-2021-105144,2021-11-11,Standard Class
CA-2020-136329,2020-07-13,Standard Class
CA-2018-146640,2018-07-05,Standard Class
CA-2021-115994,2021-01-31,Second Class
CA-2019-126697,2019-09-24,First Class
CA-2019-124800,2019-09-30,Standard Class
US-2019-164448,2019-11-04,Second Class
CA-2021-122700,2021-11-30,Standard Class
CA-2018-120768,2018-12-21,Second Class
US-2020-153129,2020-12-30,Standard Class
CA-2021-106852,2021-06-27,Standard Class
CA-2019-139731,2019-10-15,Same Day
CA-2021-122735,2021-04-15,Second Class
CA-2021-128160,2021-12-24,Second Class
CA-2021-117695,2021-08-08,First Class
CA-2019-166135,2019-10-06,Standard Class
CA-2020-133725,2020-05-28,Standard Class
CA-2021-102337,2021-06-16,First Class
US-2018-112564,2018-04-24,First Class
CA-2019-145821,2019-05-07,Standard Class
US-2019-160150,2019-07-20,First Class
CA-2020-133711,2020-11-29,First Class
CA-2021-148474,2021-06-19,Standard Class
CA-2019-111297,2019-08-21,Standard Class
CA-2020-123722,2020-10-01,Standard Class
CA-2018-155271,2018-05-04,Same Day
CA-2019-119907,2019-12-08,Standard Class
US-2020-128902,2020-03-15,Standard Class
CA-2020-152289,2020-08-28,First Class
US-2020-104794,2020-12-19,First Class
CA-2018-151708,2018-08-14,Standard Class
CA-2019-100769,2019-05-16,Same Day
CA-2021-139199,2021-12-13,Standard Class
US-2019-161466,2019-09-27,Second Class
CA-2021-164959,2021-07-15,Standard Class
US-2019-105676,2019-12-02,Same Day
CA-2020-113138,2020-11-25,Standard Class
US-2021-104955,2021-03-24,Standard Class
CA-2020-121958,2020-11-17,Standard Class
CA-2021-121468,2021-11-20,First Class
US-2020-108455,2020-12-08,Standard Class
CA-2021-101210,2021-08-28,Second Class
US-2020-108098,2020-10-18,Standard Class
CA-2018-119032,2018-12-03,Standard Class
CA-2019-140410,2019-11-07,Standard Class
CA-2018-136280,2018-12-06,Standard Class
CA-2021-151911,2021-05-05,Second Class
CA-2021-166436,2021-11-28,Standard Class
CA-2021-139661,2021-11-03,Standard Class
CA-2018-123925,2018-12-19,Second Class
CA-2021-152485,2021-09-08,Standard Class
CA-2020-141586,2020-10-20,First Class
CA-2021-130386,2021-11-18,Standard Class
CA-2020-100468,2020-12-01,Standard Class
CA-2019-153388,2019-08-07,Standard Class
CA-2021-154935,2021-12-29,Standard Class
CA-2020-134208,2020-09-23,Standard Class
CA-2021-108294,2021-12-10,Same Day
CA-2021-103611,2021-09-15,First Class
CA-2021-100384,2021-07-01,Standard Class
CA-2021-112809,2021-08-22,Standard Class
US-2021-160759,2021-12-17,Standard Class
CA-2021-148446,2021-12-14,Second Class
CA-2018-111059,2018-02-06,Second Class
CA-2021-116204,2021-02-14,Second Class
CA-2021-109946,2021-04-21,Standard Class
CA-2019-144806,2019-12-11,Standard Class
CA-2020-122392,2020-07-27,Standard Class
CA-2019-148432,2019-11-10,Second Class
CA-2019-103793,2019-03-31,Standard Class
CA-2021-159884,2021-09-05,Standard Class
CA-2020-139885,2020-12-08,Standard Class
CA-2021-124086,2021-02-14,Standard Class
CA-2020-112389,2020-11-02,Standard Class
CA-2021-121888,2021-09-17,Second Class
CA-2018-166884,2018-03-16,Second Class
CA-2018-107181,2018-02-08,Standard Class
CA-2018-150245,2019-01-04,Second Class
CA-2019-111395,2019-11-27,Standard Class
CA-2018-134278,2018-07-08,First Class
US-2021-124926,2021-11-18,Second Class
CA-2020-159345,2020-06-22,Standard Class
CA-2018-130274,2018-05-05,First Class
CA-2021-158386,2021-10-21,Standard Class
CA-2019-111507,2019-02-13,Standard Class
CA-2021-120761,2021-09-08,Standard Class
CA-2020-109176,2020-05-15,Standard Class
CA-2019-112116,2019-03-18,Second Class
CA-2020-126809,2020-04-13,Standard Class
CA-2018-105172,2018-04-09,Standard Class
CA-2021-107293,2021-09-06,First Class
US-2021-102890,2021-06-30,Same Day
CA-2019-158554,2019-11-09,Same Day
CA-2018-116239,2018-03-04,Same Day
CA-2019-132101,2019-03-25,Standard Class
CA-2019-129112,2019-11-30,First Class
US-2021-152002,2021-06-11,Same Day
CA-2021-165029,2021-11-30,Standard Class
US-2018-157385,2018-11-25,First Class
CA-2018-101602,2018-12-18,First Class
CA-2020-109057,2020-04-27,Standard Class
CA-2020-154403,2020-05-27,Standard Class
CA-2020-102456,2020-03-01,First Class
CA-2019-131338,2019-08-12,First Class
CA-2020-109911,2020-05-16,Standard Class
US-2020-132423,2020-04-19,Standard Class
CA-2019-122826,2019-06-25,Second Class
CA-2018-117317,2018-10-19,Same Day
CA-2019-118423,2019-03-27,First Class
CA-2021-149181,2021-05-12,Standard Class
CA-2021-132234,2021-10-18,First Class
CA-2021-158876,2021-11-21,Second Class
CA-2020-164672,2020-05-13,Second Class
US-2020-132857,2020-12-17,Standard Class
CA-2021-116645,2021-12-04,Standard Class
US-2020-115819,2020-04-24,Second Class
CA-2018-156349,2018-05-30,Standard Class
CA-2021-138380,2021-12-25,Standard Class
US-2020-113509,2020-03-19,Standard Class
CA-2019-130022,2019-08-16,Standard Class
US-2020-118780,2020-09-14,Second Class
CA-2021-108560,2021-07-15,Standard Class
CA-2019-157084,2019-12-24,Standard Class
CA-2019-164539,2019-11-22,Standard Class
CA-2019-143119,2019-09-30,Standard Class
CA-2021-101049,2021-06-25,Second Class
CA-2020-106530,2020-05-08,Same Day
CA-2018-168984,2018-12-02,Standard Class
CA-2020-157266,2020-06-01,Standard Class
US-2018-134712,2018-12-04,Standard Class
CA-2019-111829,2019-03-20,First Class
CA-2019-105221,2019-11-03,First Class
CA-2019-120341,2019-09-29,Second Class
CA-2018-135699,2018-08-29,Same Day
US-2021-132444,2021-11-21,First Class
CA-2018-127159,2018-05-15,First Class
CA-2021-161809,2021-01-26,Standard Class
CA-2021-127285,2021-11-06,Standard Class
CA-2021-144526,2021-05-06,Standard Class
CA-2020-128531,2020-11-26,Second Class
US-2019-157154,2019-01-15,Standard Class
CA-2021-159457,2021-10-26,Standard Class
CA-2020-107615,2020-03-25,First Class
CA-2021-111647,2021-07-07,Standard Class
CA-2019-150560,2019-12-12,First Class
CA-2019-143077,2019-09-21,Standard Class
CA-2020-122728,2020-05-24,Standard Class
CA-2018-122882,2018-09-13,Standard Class
US-2020-101497,2020-10-01,Second Class
CA-2020-147585,2020-11-12,Standard Class
CA-2021-149489,2021-04-27,First Class
CA-2021-143798,2021-12-12,First Class
CA-2018-142839,2018-08-20,Standard Class
CA-2021-129833,2021-12-15,Standard Class
US-2020-154361,2020-03-19,Standard Class
US-2020-158708,2020-06-29,Second Class
CA-2019-156335,2019-09-28,Second Class
CA-2019-148376,2019-12-31,Standard Class
CA-2018-135657,2018-06-07,Second Class
CA-2019-114069,2019-07-15,Second Class
CA-2018-139857,2018-02-06,Standard Class
CA-2020-106306,2020-03-08,Same Day
CA-2019-100545,2019-11-26,Standard Class
CA-2021-123491,2021-11-05,Standard Class
CA-2019-145401,2019-02-04,Standard Class
US-2021-124968,2021-09-13,Second Class
CA-2021-104003,2021-10-13,Standard Class
CA-2020-154788,2020-05-04,Standard Class
CA-2020-169943,2020-05-24,Standard Class
US-2019-123218,2019-12-25,Standard Class
CA-2019-127453,2019-12-20,First Class
US-2021-164056,2021-05-04,Second Class
CA-2020-106894,2020-02-07,Same Day
CA-2018-125136,2018-10-03,Standard Class
US-2020-131149,2020-07-14,Standard Class
CA-2021-101483,2021-08-01,Second Class
CA-2019-130204,2019-09-09,Standard Class
CA-2018-110527,2018-08-16,Standard Class
CA-2021-152807,2021-11-03,Standard Class
CA-2018-133270,2018-06-09,First Class
CA-2020-155670,2020-08-17,Second Class
US-2018-157406,2018-04-29,Standard Class
CA-2019-139094,2019-11-27,Standard Class
CA-2021-168837,2021-10-17,First Class
CA-2021-116715,2021-12-05,First Class
CA-2019-135622,2019-12-11,Second Class
US-2019-107349,2019-07-15,First Class
CA-2018-139017,2018-05-17,Standard Class
CA-2018-141817,2018-01-12,Standard Class
CA-2019-130785,2019-09-09,Standard Class
CA-2020-110254,2020-08-08,Standard Class
US-2018-158057,2018-03-26,Standard Class
CA-2021-146024,2021-03-08,Standard Class
CA-2020-129686,2020-11-29,Second Class
CA-2018-118976,2018-05-03,Standard Class
CA-2019-105347,2019-11-28,Standard Class
CA-2020-124667,2020-11-16,Standard Class
CA-2019-111094,2019-07-13,Standard Class
CA-2021-166317,2021-09-26,Standard Class
CA-2019-154326,2019-02-19,Standard Class
CA-2018-102008,2018-10-04,Standard Class
CA-2018-120474,2018-12-03,First Class
CA-2018-104773,2018-12-13,Standard Class
CA-2020-140774,2020-09-10,Standard Class
US-2021-139465,2021-08-30,First Class
CA-2020-100965,2020-07-11,Standard Class
CA-2020-121034,2020-08-10,Second Class
CA-2020-149461,2020-11-19,Standard Class
CA-2021-158379,2021-09-26,Second Class
US-2020-116729,2020-12-28,First Class
CA-2020-164938,2020-02-13,First Class
CA-2020-165484,2020-10-29,Standard Class
CA-2018-132612,2018-06-11,Second Class
US-2021-161193,2021-11-26,Standard Class
CA-2019-131597,2019-09-18,Standard Class
CA-2019-164833,2019-06-04,Same Day
CA-2019-125423,2019-12-15,Second Class
US-2018-130379,2018-05-29,Standard Class
CA-2020-168956,2020-02-20,Standard Class
CA-2020-167507,2020-12-28,Standard Class
CA-2020-109344,2020-02-11,Second Class
US-2019-140851,2019-07-15,Second Class
CA-2018-103373,2018-05-24,Standard Class
CA-2021-145884,2021-10-21,Same Day
CA-2019-131422,2019-11-09,Standard Class
CA-2021-162691,2021-08-07,Standard Class
CA-2018-141278,2018-06-24,First Class
CA-2021-122693,2021-02-21,Second Class
CA-2018-117345,2018-08-05,Standard Class
CA-2020-157763,2020-07-23,Standard Class
CA-2019-135391,2019-02-11,Second Class
US-2021-113852,2021-08-02,Standard Class
US-2021-158512,2021-01-17,Second Class
CA-2021-128370,2021-09-10,Same Day
CA-2019-160472,2019-07-25,Second Class
CA-2018-114643,2018-06-17,Standard Class
US-2021-158218,2021-05-15,Second Class
CA-2019-121608,2019-09-05,First Class
US-2021-121251,2021-03-27,First Class
CA-2018-151078,2018-11-12,Same Day
US-2020-100839,2020-10-17,Standard Class
US-2021-116659,2021-11-12,Same Day
CA-2021-118857,2021-04-18,First Class
CA-2019-127110,2019-07-01,Standard Class
CA-2020-148201,2020-08-29,Second Class
CA-2018-116932,2018-07-25,Standard Class
CA-2021-142888,2021-11-25,Standard Class
CA-2018-147914,2018-06-09,Standard Class
US-2020-112977,2020-03-16,Standard Class
CA-2021-112039,2021-03-29,Standard Class
CA-2021-118885,2022-01-02,Standard Class
US-2021-166611,2021-04-02,Standard Class
CA-2019-109512,2019-03-05,Same Day
CA-2020-118570,2020-11-17,Standard Class
CA-2021-154718,2021-01-23,Second Class
CA-2020-147578,2020-04-26,Second Class
CA-2018-140165,2018-05-15,First Class
CA-2018-142587,2018-10-22,First Class
CA-2018-157623,2018-03-18,Standard Class
CA-2021-145310,2021-12-24,Second Class
CA-2020-100083,2020-11-29,Standard Class
US-2021-108063,2021-12-05,First Class
CA-2019-109197,2020-01-04,Standard Class
CA-2021-141789,2021-10-06,First Class
CA-2018-169775,2018-09-02,Second Class
CA-2020-140543,2020-07-03,Second Class
CA-2020-151141,2020-08-23,First Class
CA-2021-167094,2021-10-22,First Class
CA-2021-154410,2021-10-24,First Class
US-2020-150567,2020-05-21,Standard Class
CA-2019-157959,2019-02-04,First Class
CA-2021-105886,2021-12-23,Standard Class
CA-2020-105963,2020-11-22,Standard Class
CA-2021-121503,2021-07-06,Second Class
CA-2018-103366,2018-01-17,First Class
CA-2021-124597,2021-05-05,Standard Class
CA-2019-105634,2019-11-14,Standard Class
CA-2019-123673,2019-11-01,Second Class
US-2021-111423,2021-08-19,First Class
CA-2019-125178,2019-10-09,Standard Class
CA-2020-156685,2020-07-10,Second Class
CA-2021-126865,2021-12-07,Second Class
CA-2021-102834,2021-03-13,Standard Class
US-2020-139710,2020-06-15,Standard Class
CA-2021-121538,2021-12-01,First Class
US-2021-101539,2021-03-18,Second Class
CA-2020-152121,2020-11-29,Second Class
CA-2021-161200,2021-08-10,Second Class
CA-2021-101245,2021-12-03,Standard Class
CA-2019-141768,2019-05-27,Second Class
CA-2020-112109,2020-07-12,Standard Class
CA-2021-144064,2021-09-01,First Class
CA-2020-108581,2020-06-26,Standard Class
CA-2021-157987,2021-09-06,Standard Class
CA-2021-110905,2021-09-15,Second Class
CA-2021-165841,2021-12-28,Standard Class
CA-2021-117485,2021-09-29,Standard Class
CA-2021-140242,2021-05-11,Standard Class
CA-2018-148950,2018-12-19,Standard Class
CA-2018-110408,2018-10-20,Second Class
CA-2019-109939,2019-05-12,Standard Class
CA-2020-112669,2020-04-14,Same Day
CA-2019-119592,2019-12-16,Second Class
CA-2018-122749,2018-12-09,Standard Class
CA-2018-164721,2018-11-27,Second Class
CA-2020-147417,2020-07-27,First Class
CA-2019-127509,2019-11-13,Standard Class
CA-2021-111374,2021-02-28,Standard Class
CA-2021-133648,2021-07-02,Standard Class
US-2021-147221,2021-12-04,Second Class
CA-2018-131905,2018-02-09,First Class
CA-2021-166128,2021-04-18,Standard Class
CA-2021-163510,2021-12-28,Second Class
US-2021-143028,2021-04-18,Standard Class
CA-2018-111150,2019-01-04,Standard Class
CA-2021-165386,2021-08-04,First Class
CA-2018-116407,2018-11-21,Standard Class
CA-2019-155761,2019-12-11,Same Day
CA-2020-145905,2020-09-23,Standard Class
CA-2019-113110,2019-03-23,Standard Class
CA-2020-168354,2020-09-21,First Class
US-2021-111241,2021-08-22,Second Class
CA-2019-114237,2019-03-15,First Class
CA-2020-113516,2020-09-10,Second Class
CA-2019-117961,2019-11-30,Standard Class
CA-2020-128923,2020-12-13,Standard Class
CA-2021-162481,2021-09-29,Standard Class
CA-2019-119214,2019-01-27,Standard Class
CA-2019-122287,2019-06-23,Standard Class
CA-2019-104493,2019-10-08,Standard Class
US-2021-158946,2021-11-23,Standard Class
CA-2018-129168,2018-08-23,Standard Class
CA-2020-131835,2020-07-21,Standard Class
CA-2019-142237,2019-07-13,First Class
CA-2020-136434,2020-12-07,Standard Class
CA-2021-120376,2021-12-25,First Class
CA-2018-106439,2018-11-04,Standard Class
CA-2019-133452,2019-04-19,Standard Class
CA-2020-146521,2020-07-23,Second Class
US-2021-110996,2021-11-25,Standard Class
CA-2020-129693,2020-12-02,Standard Class
CA-2021-122504,2021-11-12,Second Class
CA-2018-131051,2018-12-05,Standard Class
CA-2021-140676,2021-09-15,First Class
CA-2019-120103,2019-12-29,Standard Class
CA-2021-104647,2021-03-01,Standard Class
CA-2018-110352,2018-11-29,Standard Class
CA-2020-140501,2020-06-28,Standard Class
CA-2019-139290,2019-10-30,Standard Class
CA-2021-166142,2021-07-19,Standard Class
CA-2018-145926,2018-11-21,Standard Class
CA-2019-149678,2019-04-15,Second Class
US-2019-164357,2019-11-29,Standard Class
US-2020-146570,2020-05-20,Standard Class
CA-2021-124401,2021-09-12,Standard Class
US-2018-140116,2018-03-17,Standard Class
CA-2018-123295,2018-07-18,Same Day
CA-2021-167101,2021-03-28,Second Class
US-2018-167633,2018-10-05,Standard Class
US-2018-152723,2018-09-26,Same Day
CA-2019-164882,2019-10-31,Same Day
CA-2019-159786,2019-10-17,Second Class
CA-2020-130267,2020-09-23,Standard Class
CA-2021-155460,2021-04-15,First Class
US-2021-168690,2021-01-13,Standard Class
CA-2021-158246,2021-11-11,First Class
CA-2021-167381,2021-09-24,Second Class
CA-2021-144862,2021-12-05,Standard Class
CA-2018-126032,2018-06-28,Standard Class
CA-2019-134859,2019-10-09,Standard Class
US-2018-114188,2018-05-22,Second Class
CA-2019-156524,2019-11-26,Standard Class
CA-2019-122210,2019-12-04,Standard Class
CA-2019-156377,2020-01-05,Standard Class
US-2021-157896,2021-11-16,Same Day
CA-2018-159520,2018-06-11,Standard Class
CA-2020-155481,2020-09-05,Standard Class
US-2020-152051,2020-06-29,Standard Class
CA-2018-141607,2018-12-17,Standard Class
CA-2021-102771,2021-04-05,Standard Class
US-2021-139969,2021-11-26,Standard Class
CA-2018-167360,2018-11-29,Second Class
CA-2019-123505,2019-11-26,Standard Class
CA-2020-117282,2020-07-18,Standard Class
US-2020-120460,2020-05-05,Standard Class
CA-2020-111115,2020-07-27,Second Class
CA-2018-124646,2018-06-24,First Class
CA-2021-148166,2021-10-26,Standard Class
CA-2020-159737,2020-09-09,Standard Class
CA-2020-141019,2020-05-14,Same Day
CA-2020-101938,2020-01-12,Standard Class
CA-2021-166296,2021-03-19,Standard Class
CA-2020-154018,2020-10-19,Standard Class
CA-2021-117870,2021-01-30,Second Class
US-2021-137491,2021-11-25,Standard Class
CA-2018-152296,2018-08-03,First Class
CA-2020-112025,2020-08-04,Standard Class
CA-2019-132507,2019-08-03,Second Class
CA-2020-125738,2020-10-21,Standard Class
CA-2020-128818,2020-05-11,Standard Class
CA-2021-124576,2021-08-04,Second Class
CA-2020-101378,2020-07-14,Same Day
CA-2021-143063,2021-08-15,Standard Class
CA-2020-118913,2020-06-29,Standard Class
CA-2020-128412,2020-12-17,Standard Class
CA-2020-136483,2020-12-06,Standard Class
CA-2018-163013,2018-12-04,Standard Class
CA-2019-135363,2019-04-02,Standard Class
US-2018-165659,2018-06-06,Standard Class
CA-2019-138002,2019-09-12,Standard Class
CA-2019-128860,2019-07-05,Standard Class
CA-2020-164350,2020-09-12,Second Class
US-2018-103905,2018-07-20,Standard Class
CA-2019-129854,2019-08-26,Standard Class
CA-2018-125556,2018-11-16,Second Class
CA-2020-162313,2020-11-30,First Class
CA-2021-107874,2021-11-25,Standard Class
CA-2021-129378,2021-10-02,First Class
CA-2018-151953,2018-09-25,Standard Class
CA-2021-130841,2021-08-01,Standard Class
CA-2019-131884,2019-12-06,Same Day
CA-2021-121909,2021-08-05,Standard Class
CA-2020-106383,2020-03-21,Second Class
CA-2021-130771,2021-08-03,Standard Class
CA-2020-139157,2020-10-05,Standard Class
CA-2018-128055,2018-04-05,Standard Class
CA-2021-157091,2021-07-01,Standard Class
CA-2021-132122,2021-07-14,Standard Class
CA-2019-123232,2019-12-16,Second Class
CA-2021-104066,2021-12-10,Standard Class
CA-2019-145849,2019-09-17,Second Class
CA-2020-122322,2020-07-21,Standard Class
CA-2021-166849,2021-04-26,Standard Class
CA-2020-146633,2020-11-17,Second Class
US-2020-126893,2020-12-01,Standard Class
CA-2021-103380,2021-11-25,Standard Class
CA-2019-116092,2019-02-18,Second Class
CA-2020-117849,2020-04-17,Second Class
CA-2019-169201,2019-10-01,First Class
CA-2020-164091,2020-09-22,Standard Class
CA-2021-105214,2021-06-19,First Class
CA-2019-117611,2019-11-10,Second Class
US-2019-137960,2019-12-18,Same Day
CA-2021-122994,2021-02-09,First Class
CA-2020-131065,2020-11-16,Second Class
CA-2021-149146,2021-10-12,Same Day
CA-2021-137470,2021-09-17,Same Day
CA-2021-105480,2021-12-26,Standard Class
CA-2021-164917,2021-12-07,Standard Class
CA-2019-102036,2019-09-27,Standard Class
CA-2019-142944,2019-03-11,Standard Class
CA-2018-157882,2018-10-08,Second Class
CA-2018-104283,2018-07-01,Standard Class
CA-2021-142622,2021-11-02,First Class
CA-2020-132143,2020-09-05,First Class
CA-2019-153108,2019-03-09,Standard Class
CA-2020-112676,2020-05-08,First Class
CA-2021-165687,2021-11-23,Standard Class
US-2021-112928,2021-06-05,Second Class
CA-2021-143343,2021-06-13,First Class
CA-2021-115154,2021-01-11,First Class
CA-2019-149342,2019-04-25,Standard Class
CA-2019-130995,2019-11-06,Standard Class
CA-2021-127929,2021-12-27,Standard Class
CA-2019-113145,2019-11-05,Standard Class
